support,itemsets
0.20333333333333334,"frozenset({'Travel_Impact', 'Daily_Life_Impact_Psychological', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Quality_of_Life_Bad'})"
0.20666666666666667,"frozenset({'Travel_Impact', 'Daily_Life_Impact_Psychological', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.20333333333333334,"frozenset({'Travel_Impact', 'Daily_Life_Impact_Psychological', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.2,"frozenset({'Travel_Impact', 'Daily_Life_Impact_Psychological', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Quality_of_Life_Bad'})"
0.2,"frozenset({'Travel_Impact', 'Daily_Life_Impact_Psychological', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.2,"frozenset({'Daily_Life_Impact_Psychological', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.21,"frozenset({'Daily_Life_Impact_Psychological', 'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Emotional_Impact'})"
0.20333333333333334,"frozenset({'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Health_Satisfaction', 'Daily_Life_Impact_Psychological'})"
0.20333333333333334,"frozenset({'Daily_Life_Impact_Psychological', 'Health_Satisfaction', 'Negative_Emotions_Often', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.27,"frozenset({'Quality_of_Life_Bad', 'Smoked_Cigarettes', 'Emotional_Impact'})"
0.26666666666666666,"frozenset({'Quality_of_Life_Bad', 'Smoked_Cigarettes', 'Health_Satisfaction'})"
0.25,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Quality_of_Life_Bad'})"
0.25,"frozenset({'Smoked_Cigarettes', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly'})"
0.24666666666666667,"frozenset({'Quality_of_Life_Bad', 'Smoked_Cigarettes', 'Support_From_Close'})"
0.2,"frozenset({'Support_Satisfaction_Satisfied', 'Quality_of_Life_Bad', 'Smoked_Cigarettes'})"
0.23,"frozenset({'Quality_of_Life_Bad', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied'})"
0.21,"frozenset({'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Smoked_Cigarettes'})"
0.2,"frozenset({'Chemotherapy', 'Smoked_Cigarettes', 'Quality_of_Life_Bad'})"
0.26666666666666666,"frozenset({'Quality_of_Life_Bad', 'Smoked_Cigarettes', 'Health_Satisfaction', 'Emotional_Impact'})"
0.25,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Quality_of_Life_Bad', 'Emotional_Impact'})"
0.24666666666666667,"frozenset({'Health_Satisfaction', 'Travel_Impact', 'Smoked_Cigarettes', 'Quality_of_Life_Bad'})"
0.24666666666666667,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.25,"frozenset({'Smoked_Cigarettes', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Emotional_Impact'})"
0.24666666666666667,"frozenset({'Smoked_Cigarettes', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Health_Satisfaction'})"
0.23333333333333334,"frozenset({'Smoked_Cigarettes', 'Travel_Impact', 'Coping_Strategy_Badly', 'Quality_of_Life_Bad'})"
0.24666666666666667,"frozenset({'Health_Satisfaction', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.23333333333333334,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.23,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Quality_of_Life_Bad'})"
0.23,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.24666666666666667,"frozenset({'Quality_of_Life_Bad', 'Smoked_Cigarettes', 'Support_From_Close', 'Emotional_Impact'})"
0.24333333333333335,"frozenset({'Smoked_Cigarettes', 'Quality_of_Life_Bad', 'Support_From_Close', 'Health_Satisfaction'})"
0.23,"frozenset({'Smoked_Cigarettes', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Support_From_Close'})"
0.22666666666666666,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Support_From_Close', 'Quality_of_Life_Bad'})"
0.24333333333333335,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.23,"frozenset({'Support_From_Close', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.22666666666666666,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Quality_of_Life_Bad'})"
0.22666666666666666,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.22666666666666666,"frozenset({'Travel_Impact', 'Support_From_Close', 'Smoked_Cigarettes', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.22333333333333333,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Quality_of_Life_Bad'})"
0.21333333333333335,"frozenset({'Travel_Impact', 'Support_From_Close', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Quality_of_Life_Bad'})"
0.22333333333333333,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.21333333333333335,"frozenset({'Travel_Impact', 'Support_From_Close', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.21,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Quality_of_Life_Bad'})"
0.21,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.2,"frozenset({'Support_Satisfaction_Satisfied', 'Quality_of_Life_Bad', 'Smoked_Cigarettes', 'Support_From_Close'})"
0.2,"frozenset({'Support_Satisfaction_Satisfied', 'Quality_of_Life_Bad', 'Smoked_Cigarettes', 'Emotional_Impact'})"
0.2,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Smoked_Cigarettes', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.23,"frozenset({'Quality_of_Life_Bad', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Emotional_Impact'})"
0.22666666666666666,"frozenset({'Work_Readiness_Dissatisfied', 'Quality_of_Life_Bad', 'Smoked_Cigarettes', 'Health_Satisfaction'})"
0.22,"frozenset({'Smoked_Cigarettes', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied'})"
0.21666666666666667,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Quality_of_Life_Bad'})"
0.21,"frozenset({'Smoked_Cigarettes', 'Quality_of_Life_Bad', 'Support_From_Close', 'Work_Readiness_Dissatisfied'})"
0.22666666666666666,"frozenset({'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.22,"frozenset({'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.21666666666666667,"frozenset({'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Quality_of_Life_Bad'})"
0.21666666666666667,"frozenset({'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Coping_Strategy_Badly', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.21666666666666667,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.21333333333333335,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Quality_of_Life_Bad'})"
0.21,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Quality_of_Life_Bad'})"
0.21333333333333335,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.21,"frozenset({'Travel_Impact', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.20666666666666667,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Quality_of_Life_Bad'})"
0.20666666666666667,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.21,"frozenset({'Support_From_Close', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.2,"frozenset({'Support_From_Close', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Quality_of_Life_Bad'})"
0.20666666666666667,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Quality_of_Life_Bad'})"
0.2,"frozenset({'Support_From_Close', 'Smoked_Cigarettes', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.20666666666666667,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Smoked_Cigarettes', 'Work_Readiness_Dissatisfied', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.21,"frozenset({'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Smoked_Cigarettes', 'Emotional_Impact'})"
0.20666666666666667,"frozenset({'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Smoked_Cigarettes', 'Health_Satisfaction'})"
0.20666666666666667,"frozenset({'Health_Satisfaction', 'Negative_Emotions_Often', 'Smoked_Cigarettes', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.2,"frozenset({'Chemotherapy', 'Smoked_Cigarettes', 'Health_Satisfaction', 'Quality_of_Life_Bad'})"
0.2,"frozenset({'Chemotherapy', 'Smoked_Cigarettes', 'Quality_of_Life_Bad', 'Emotional_Impact'})"
0.2,"frozenset({'Health_Satisfaction', 'Smoked_Cigarettes', 'Quality_of_Life_Bad', 'Emotional_Impact', 'Chemotherapy'})"
0.24666666666666667,"frozenset({'Quality_of_Life_Bad', 'Source_of_Income_Employment', 'Emotional_Impact'})"
0.24333333333333335,"frozenset({'Source_of_Income_Employment', 'Quality_of_Life_Bad', 'Health_Satisfaction'})"
0.23,"frozenset({'Source_of_Income_Employment', 'Quality_of_Life_Bad', 'Support_From_Close'})"
0.22,"frozenset({'Source_of_Income_Employment', 'Travel_Impact', 'Quality_of_Life_Bad'})"
0.22,"frozenset({'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Source_of_Income_Employment'})"
0.2,"frozenset({'Support_Satisfaction_Satisfied', 'Quality_of_Life_Bad', 'Source_of_Income_Employment'})"
0.24333333333333335,"frozenset({'Source_of_Income_Employment', 'Quality_of_Life_Bad', 'Health_Satisfaction', 'Emotional_Impact'})"
0.23,"frozenset({'Source_of_Income_Employment', 'Quality_of_Life_Bad', 'Support_From_Close', 'Emotional_Impact'})"
0.22666666666666666,"frozenset({'Source_of_Income_Employment', 'Quality_of_Life_Bad', 'Support_From_Close', 'Health_Satisfaction'})"
0.22666666666666666,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Quality_of_Life_Bad', 'Emotional_Impact', 'Source_of_Income_Employment'})"
0.22,"frozenset({'Source_of_Income_Employment', 'Travel_Impact', 'Quality_of_Life_Bad', 'Emotional_Impact'})"
0.21666666666666667,"frozenset({'Health_Satisfaction', 'Source_of_Income_Employment', 'Travel_Impact', 'Quality_of_Life_Bad'})"
0.20333333333333334,"frozenset({'Source_of_Income_Employment', 'Travel_Impact', 'Support_From_Close', 'Quality_of_Life_Bad'})"
0.21666666666666667,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Quality_of_Life_Bad', 'Emotional_Impact', 'Source_of_Income_Employment'})"
0.20333333333333334,"frozenset({'Travel_Impact', 'Support_From_Close', 'Quality_of_Life_Bad', 'Emotional_Impact', 'Source_of_Income_Employment'})"
0.2,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Quality_of_Life_Bad', 'Source_of_Income_Employment'})"
0.2,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Quality_of_Life_Bad', 'Emotional_Impact', 'Source_of_Income_Employment'})"
0.22,"frozenset({'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Source_of_Income_Employment', 'Emotional_Impact'})"
0.21666666666666667,"frozenset({'Source_of_Income_Employment', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Health_Satisfaction'})"
0.20666666666666667,"frozenset({'Source_of_Income_Employment', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Support_From_Close'})"
0.21666666666666667,"frozenset({'Health_Satisfaction', 'Coping_Strategy_Badly', 'Quality_of_Life_Bad', 'Emotional_Impact', 'Source_of_Income_Employment'})"
0.20666666666666667,"frozenset({'Support_From_Close', 'Coping_Strategy_Badly', 'Quality_of_Life_Bad', 'Emotional_Impact', 'Source_of_Income_Employment'})"
0.20333333333333334,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Quality_of_Life_Bad', 'Source_of_Income_Employment'})"
0.20333333333333334,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Quality_of_Life_Bad', 'Emotional_Impact', 'Source_of_Income_Employment'})"
0.2,"frozenset({'Support_Satisfaction_Satisfied', 'Source_of_Income_Employment', 'Quality_of_Life_Bad', 'Support_From_Close'})"
0.2,"frozenset({'Support_Satisfaction_Satisfied', 'Quality_of_Life_Bad', 'Source_of_Income_Employment', 'Emotional_Impact'})"
0.2,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Quality_of_Life_Bad', 'Emotional_Impact', 'Source_of_Income_Employment'})"
0.24333333333333335,"frozenset({'Hospitalization_Number_One_to_three', 'Quality_of_Life_Bad', 'Emotional_Impact'})"
0.23333333333333334,"frozenset({'Hospitalization_Number_One_to_three', 'Quality_of_Life_Bad', 'Health_Satisfaction'})"
0.22666666666666666,"frozenset({'Hospitalization_Number_One_to_three', 'Quality_of_Life_Bad', 'Support_From_Close'})"
0.22333333333333333,"frozenset({'Hospitalization_Number_One_to_three', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly'})"
0.20333333333333334,"frozenset({'Hospitalization_Number_One_to_three', 'Travel_Impact', 'Quality_of_Life_Bad'})"
0.20333333333333334,"frozenset({'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Hospitalization_Number_One_to_three'})"
0.23333333333333334,"frozenset({'Hospitalization_Number_One_to_three', 'Quality_of_Life_Bad', 'Health_Satisfaction', 'Emotional_Impact'})"
0.22666666666666666,"frozenset({'Hospitalization_Number_One_to_three', 'Quality_of_Life_Bad', 'Support_From_Close', 'Emotional_Impact'})"
0.21666666666666667,"frozenset({'Hospitalization_Number_One_to_three', 'Quality_of_Life_Bad', 'Support_From_Close', 'Health_Satisfaction'})"
0.21666666666666667,"frozenset({'Hospitalization_Number_One_to_three', 'Support_From_Close', 'Health_Satisfaction', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.22333333333333333,"frozenset({'Hospitalization_Number_One_to_three', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Emotional_Impact'})"
0.21333333333333335,"frozenset({'Hospitalization_Number_One_to_three', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Health_Satisfaction'})"
0.20666666666666667,"frozenset({'Hospitalization_Number_One_to_three', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Support_From_Close'})"
0.21333333333333335,"frozenset({'Hospitalization_Number_One_to_three', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.20666666666666667,"frozenset({'Hospitalization_Number_One_to_three', 'Support_From_Close', 'Coping_Strategy_Badly', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.20333333333333334,"frozenset({'Hospitalization_Number_One_to_three', 'Travel_Impact', 'Quality_of_Life_Bad', 'Emotional_Impact'})"
0.20333333333333334,"frozenset({'Hospitalization_Number_One_to_three', 'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Emotional_Impact'})"
0.24,"frozenset({'Quality_of_Life_Bad', 'Gender_Female', 'Emotional_Impact'})"
0.23333333333333334,"frozenset({'Quality_of_Life_Bad', 'Health_Satisfaction', 'Gender_Female'})"
0.23,"frozenset({'Quality_of_Life_Bad', 'Support_From_Close', 'Gender_Female'})"
0.22333333333333333,"frozenset({'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Gender_Female'})"
0.22,"frozenset({'Travel_Impact', 'Quality_of_Life_Bad', 'Gender_Female'})"
0.20333333333333334,"frozenset({'Quality_of_Life_Bad', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.23333333333333334,"frozenset({'Quality_of_Life_Bad', 'Gender_Female', 'Health_Satisfaction', 'Emotional_Impact'})"
0.23,"frozenset({'Quality_of_Life_Bad', 'Gender_Female', 'Support_From_Close', 'Emotional_Impact'})"
0.22333333333333333,"frozenset({'Quality_of_Life_Bad', 'Support_From_Close', 'Health_Satisfaction', 'Gender_Female'})"
0.22333333333333333,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Gender_Female', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.22333333333333333,"frozenset({'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact'})"
0.21666666666666667,"frozenset({'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Support_From_Close', 'Gender_Female'})"
0.21666666666666667,"frozenset({'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Health_Satisfaction', 'Gender_Female'})"
0.21666666666666667,"frozenset({'Support_From_Close', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.21666666666666667,"frozenset({'Health_Satisfaction', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.21,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Gender_Female', 'Quality_of_Life_Bad'})"
0.21,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.22,"frozenset({'Travel_Impact', 'Gender_Female', 'Quality_of_Life_Bad', 'Emotional_Impact'})"
0.21333333333333335,"frozenset({'Health_Satisfaction', 'Travel_Impact', 'Quality_of_Life_Bad', 'Gender_Female'})"
0.21,"frozenset({'Travel_Impact', 'Gender_Female', 'Support_From_Close', 'Quality_of_Life_Bad'})"
0.20333333333333334,"frozenset({'Travel_Impact', 'Coping_Strategy_Badly', 'Quality_of_Life_Bad', 'Gender_Female'})"
0.21333333333333335,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Gender_Female', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.21,"frozenset({'Travel_Impact', 'Support_From_Close', 'Gender_Female', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.20333333333333334,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Gender_Female', 'Quality_of_Life_Bad'})"
0.20333333333333334,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Gender_Female', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.20333333333333334,"frozenset({'Travel_Impact', 'Coping_Strategy_Badly', 'Gender_Female', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.20333333333333334,"frozenset({'Quality_of_Life_Bad', 'Gender_Female', 'Work_Readiness_Dissatisfied', 'Emotional_Impact'})"
0.2,"frozenset({'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female'})"
0.2,"frozenset({'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Gender_Female', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.23333333333333334,"frozenset({'Quality_of_Life_Bad', 'Marital_Status_Married', 'Emotional_Impact'})"
0.22666666666666666,"frozenset({'Quality_of_Life_Bad', 'Marital_Status_Married', 'Health_Satisfaction'})"
0.22333333333333333,"frozenset({'Quality_of_Life_Bad', 'Marital_Status_Married', 'Support_From_Close'})"
0.21666666666666667,"frozenset({'Quality_of_Life_Bad', 'Marital_Status_Married', 'Coping_Strategy_Badly'})"
0.20333333333333334,"frozenset({'Support_Satisfaction_Satisfied', 'Quality_of_Life_Bad', 'Marital_Status_Married'})"
0.2,"frozenset({'Travel_Impact', 'Marital_Status_Married', 'Quality_of_Life_Bad'})"
0.22666666666666666,"frozenset({'Quality_of_Life_Bad', 'Marital_Status_Married', 'Health_Satisfaction', 'Emotional_Impact'})"
0.22333333333333333,"frozenset({'Quality_of_Life_Bad', 'Marital_Status_Married', 'Support_From_Close', 'Emotional_Impact'})"
0.21666666666666667,"frozenset({'Support_From_Close', 'Quality_of_Life_Bad', 'Marital_Status_Married', 'Health_Satisfaction'})"
0.21666666666666667,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Marital_Status_Married', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.21666666666666667,"frozenset({'Quality_of_Life_Bad', 'Marital_Status_Married', 'Coping_Strategy_Badly', 'Emotional_Impact'})"
0.21,"frozenset({'Quality_of_Life_Bad', 'Marital_Status_Married', 'Health_Satisfaction', 'Coping_Strategy_Badly'})"
0.20666666666666667,"frozenset({'Quality_of_Life_Bad', 'Marital_Status_Married', 'Support_From_Close', 'Coping_Strategy_Badly'})"
0.21,"frozenset({'Health_Satisfaction', 'Coping_Strategy_Badly', 'Marital_Status_Married', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.20666666666666667,"frozenset({'Support_From_Close', 'Coping_Strategy_Badly', 'Marital_Status_Married', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.2,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Marital_Status_Married', 'Quality_of_Life_Bad'})"
0.2,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Marital_Status_Married', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.20333333333333334,"frozenset({'Support_Satisfaction_Satisfied', 'Quality_of_Life_Bad', 'Marital_Status_Married', 'Support_From_Close'})"
0.20333333333333334,"frozenset({'Support_Satisfaction_Satisfied', 'Quality_of_Life_Bad', 'Marital_Status_Married', 'Emotional_Impact'})"
0.20333333333333334,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Marital_Status_Married', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.2,"frozenset({'Travel_Impact', 'Marital_Status_Married', 'Quality_of_Life_Bad', 'Emotional_Impact'})"
0.23,"frozenset({'Self_Care_No_problems', 'Quality_of_Life_Bad', 'Health_Satisfaction'})"
0.23,"frozenset({'Self_Care_No_problems', 'Quality_of_Life_Bad', 'Emotional_Impact'})"
0.21333333333333335,"frozenset({'Self_Care_No_problems', 'Quality_of_Life_Bad', 'Support_From_Close'})"
0.20333333333333334,"frozenset({'Self_Care_No_problems', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly'})"
0.23,"frozenset({'Self_Care_No_problems', 'Quality_of_Life_Bad', 'Health_Satisfaction', 'Emotional_Impact'})"
0.21333333333333335,"frozenset({'Self_Care_No_problems', 'Quality_of_Life_Bad', 'Support_From_Close', 'Emotional_Impact'})"
0.21333333333333335,"frozenset({'Self_Care_No_problems', 'Quality_of_Life_Bad', 'Support_From_Close', 'Health_Satisfaction'})"
0.21333333333333335,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Emotional_Impact', 'Self_Care_No_problems', 'Quality_of_Life_Bad'})"
0.20333333333333334,"frozenset({'Self_Care_No_problems', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Emotional_Impact'})"
0.20333333333333334,"frozenset({'Self_Care_No_problems', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Health_Satisfaction'})"
0.20333333333333334,"frozenset({'Health_Satisfaction', 'Coping_Strategy_Badly', 'Emotional_Impact', 'Self_Care_No_problems', 'Quality_of_Life_Bad'})"
0.32666666666666666,"frozenset({'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Emotional_Impact'})"
0.31666666666666665,"frozenset({'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Health_Satisfaction'})"
0.3,"frozenset({'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly'})"
0.2833333333333333,"frozenset({'Negative_Emotions_Often', 'Travel_Impact', 'Quality_of_Life_Bad'})"
0.2966666666666667,"frozenset({'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Support_From_Close'})"
0.31666666666666665,"frozenset({'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Health_Satisfaction', 'Emotional_Impact'})"
0.3,"frozenset({'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Emotional_Impact'})"
0.29,"frozenset({'Negative_Emotions_Often', 'Quality_of_Life_Bad', 'Coping_Strategy_Badly', 'Health_Satisfaction'})"
0.29,"frozenset({'Health_Satisfaction', 'Negative_Emotions_Often', 'Coping_Strategy_Badly', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.2833333333333333,"frozenset({'Negative_Emotions_Often', 'Travel_Impact', 'Quality_of_Life_Bad', 'Emotional_Impact'})"
0.2733333333333333,"frozenset({'Negative_Emotions_Often', 'Health_Satisfaction', 'Travel_Impact', 'Quality_of_Life_Bad'})"
0.25666666666666665,"frozenset({'Negative_Emotions_Often', 'Travel_Impact', 'Coping_Strategy_Badly', 'Quality_of_Life_Bad'})"
0.25666666666666665,"frozenset({'Negative_Emotions_Often', 'Travel_Impact', 'Support_From_Close', 'Quality_of_Life_Bad'})"
0.2733333333333333,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Negative_Emotions_Often', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.25666666666666665,"frozenset({'Travel_Impact', 'Negative_Emotions_Often', 'Coping_Strategy_Badly', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
